isbn,title,author,publisher,price,wholesaler_name,purchase_type,quantity,unit_cost,received_date,consignment_deadline
'9784760184095,15分でわかる資本主義,岩崎葵,朝霧出版社,1460,大阪屋栗田,買切,8,1043,2026-05-08,
'9781987330502,会計の教科書,吉田一郎,朝霧出版社,1610,トーハン,買切,9,1006,2026-06-25,
'9789945522402,たぬきと星空のプレゼント,林陸,翠嵐舎,1350,日販,買切,15,876,2026-07-02,
'9785078728933,十六夜のバトン 第16巻,朝比奈 紬,翠嵐堂,500,日販,買切,17,308,2026-05-28,
'9786970882136,脳科学全史,鈴木栞,朝霧出版社,1060,日販,委託,6,746,2026-06-17,2026-10-25
'9780396634034,ペンギンと虹色の傘の冒険,坂本蒼太,銀河舎,1140,地方・小出版流通センター,買切,12,736,2026-05-04,
'9789743779077,ひつじと不思議な森のひみつ,太田太郎,茜色出版社,1380,大阪屋栗田,買切,11,899,2026-05-07,
'9788156924777,静かな窓辺の続き,前田誠,白鷺文庫,920,トーハン,買切,17,557,2026-05-21,
'9786150153308,はじめての家計管理,山口凛,銀河出版社,1560,地方・小出版流通センター,買切,15,1145,2026-06-30,
'9783939218319,もぐらと空とぶ本のたび,鈴木さくら,白鷺文庫,1340,トーハン,委託,12,914,2026-07-03,2026-08-11
'9780828705301,くまと虹色の傘のプレゼント,村上湊,翠嵐出版社,1310,日販,買切,6,841,2026-05-16,
'9787713266770,儚い窓辺の結末,霧島 碧,翠嵐出版社,950,トーハン,買切,2,620,2026-05-03,
'9783952128602,灰色ドミノ 第10巻,村上由美,清流出版,490,日販,買切,7,361,2026-06-09,
'9781129178337,TOEIC 900点突破 完全対策,藤井美咲,翠嵐館,2320,トーハン,買切,5,1541,2026-05-28,
'9788503312431,基本情報技術者試験 完全対策,岡田凛,翠嵐舎,2580,トーハン,買切,6,1928,2026-06-28,
'9783883527871,宇宙の謎,藤井誠,朝霧出版,970,大阪屋栗田,買切,20,592,2026-06-14,
'9780412802836,3分でわかるチーム運営,水無月 朔,蒼穹堂,1610,トーハン,委託,13,1104,2026-06-10,2026-11-04
'9786005823998,毎日の家計管理レシピ,日向 帳,銀河舎,1410,トーハン,買切,7,849,2026-06-14,
'9784137745720,飛騨高山、季節の情景,田中花子,清流出版,2950,トーハン,買切,12,1861,2026-05-29,
'9785907457645,お弁当の基本,三浦楓,白鷺出版,1360,大阪屋栗田,委託,10,1014,2026-05-25,2026-08-31
'9786700965573,簿記3級 完全対策,佐藤翔太,朝霧出版,2470,日販,委託,16,1833,2026-05-02,2026-06-06
'9784593473472,遠い町の迷宮,山口涼,緑陰出版,700,日販,委託,11,447,2026-05-06,2026-05-13
'9784705789040,図解 DX戦略入門,鈴木大輔,蒼穹書房,1730,トーハン,買切,5,1248,2026-07-05,
'9785927798209,富士五湖を歩く,加藤隆,銀河出版,3980,トーハン,買切,5,2915,2026-06-11,
'9781707963454,眩しい駅の物語,堀内涼,清流出版,850,トーハン,委託,12,548,2026-05-27,2026-08-12
'9787405694591,放課後のミステリー 第7巻,中村翔太,白鷺出版,500,トーハン,買切,5,307,2026-05-18,
'9788904398232,図解でわかる哲学,山口凛,銀河出版社,1050,大阪屋栗田,買切,16,697,2026-07-11,
'9789358836134,今日からできる収納術,山口結衣,朝霧出版社,1440,大阪屋栗田,買切,15,1009,2026-06-01,
'9782244356921,ペンギンと虹色の傘のたび,山本詩織,満月舎,1180,地方・小出版流通センター,委託,14,750,2026-06-04,2026-10-08
'9781577138549,影絵の国のアリス 第4巻,村上湊,陽光舎,610,大阪屋栗田,買切,6,419,2026-06-09,
'9788588713871,うさぎと不思議な森のものがたり,井上陸,銀河出版,1010,大阪屋栗田,買切,15,712,2026-04-30,
'9780661686096,きつねと雲のパン屋のたび,日向 湊,青葉出版社,1340,トーハン,買切,20,890,2026-06-01,
'9787178393943,FP技能検定3級 完全対策,三浦浩二,清流出版社,2340,日販,買切,13,1613,2026-06-17,
'9783364830544,忘れられた鍵の記録,朝比奈 綴,陽光舎,720,大阪屋栗田,買切,7,534,2026-05-28,
'9782429041284,潮騒ノート 第14巻,鈴木栞,緑陰出版,460,大阪屋栗田,委託,9,339,2026-06-30,2026-09-05
'9781880005279,AIの未来全史,水無月 湊,翠嵐舎,990,地方・小出版流通センター,買切,10,726,2026-05-14,
'9787419952267,最後の灯台の約束事,太田真央,銀河舎,650,大阪屋栗田,買切,11,401,2026-06-16,
'9788528854275,砂上のグランドライン 第12巻,藤田太郎,満月舎,460,大阪屋栗田,委託,20,329,2026-06-28,2026-11-28
'9784563823795,刀と花 第17巻,高橋蒼,朝霧出版社,680,トーハン,買切,2,479,2026-06-28,
'9788862121156,放課後のミステリー 第16巻,井上由美,朝霧出版社,650,トーハン,買切,19,469,2026-07-06,
'9781852532161,生成AI活用大全,菅原大輔,丘上出版社,1400,日販,委託,6,930,2026-04-25,2026-08-23
'9784641885905,はるかな窓辺の結末,佐藤栞,蒼穹書房,820,大阪屋栗田,買切,18,611,2026-06-26,
'9787120711504,2027年度版 統計検定3級 完全対策,長谷川蒼,翠嵐館,2010,トーハン,委託,4,1432,2026-06-08,2026-07-11
'9781458089090,鉄輪のワルツ 第13巻,水無月 燈,銀河舎,650,日販,委託,14,454,2026-04-23,2026-08-20
'9785661805645,毎日のぬか漬けレシピ,坂本詩織,翠嵐出版社,1530,地方・小出版流通センター,買切,17,1004,2026-06-07,
'9789507663703,銀色のカルテ 第7巻,菅原陸,翠嵐堂,610,地方・小出版流通センター,買切,15,436,2026-05-28,
'9781166341374,影絵の国のアリス 第6巻,三浦蒼太,陽光舎,640,トーハン,買切,5,411,2026-04-30,
'9788755410381,星屑ダイナー 第5巻,加藤楓,清流出版,550,日販,買切,17,352,2026-07-11,
'9781977851307,百鬼夜行堂 第11巻,石川隆,茜色出版社,460,大阪屋栗田,委託,4,280,2026-06-13,2026-09-15
'9786658717736,古びた橋の肖像,水無月 蒼,翠嵐堂,800,大阪屋栗田,買切,12,499,2026-05-22,
'9782416649998,家計管理の基本,斎藤大輔,清流出版社,1440,大阪屋栗田,委託,1,1004,2026-05-23,2026-09-11
'9780080481036,放課後のミステリー 第18巻,山田栞,茜色出版社,510,地方・小出版流通センター,委託,9,333,2026-07-13,2026-11-25
'9781036602291,今日からできるおつまみ,佐藤隆,陽光舎,1500,トーハン,買切,18,1007,2026-06-20,
'9781139779012,竜と鍛冶屋 第17巻,藤田大輔,丘上出版社,440,日販,買切,8,323,2026-06-20,
'9782288464491,星屑ダイナー 第8巻,山本一郎,丘上出版社,470,大阪屋栗田,買切,6,312,2026-07-07,
'9782217296377,儚い橋の贈り物,林陸,緑陰出版,910,日販,買切,2,559,2026-05-10,
'9780681500716,飛騨高山紀行 写真集,日向 碧,翠嵐出版社,2530,地方・小出版流通センター,買切,18,1632,2026-06-19,
'9784405361072,漢字検定2級 完全対策,夜守 楓,銀河出版社,2370,日販,委託,12,1486,2026-07-06,2026-08-10
'9783971922601,はじめてのヨガ,山田隆,蒼穹堂,1650,地方・小出版流通センター,買切,15,1169,2026-06-17,
'9784721392668,天球儀の街 第15巻,石川健,蒼穹書房,650,地方・小出版流通センター,買切,14,419,2026-06-06,
'9785077233902,竜と鍛冶屋 第15巻,中村翔太,清流出版社,660,日販,買切,18,410,2026-05-30,
'9780531767658,2026年度版 簿記2級 完全対策,坂本真央,蒼穹書房,2450,日販,委託,17,1741,2026-07-02,2026-09-14
'9783113660606,DX戦略の教科書,伊藤一郎,丘上館,1550,日販,買切,10,1056,2026-05-03,
'9780256924008,青の音符 第11巻,鈴木茜,翠嵐舎,610,日販,買切,10,413,2026-04-16,
'9788521451907,戦国時代の謎,青木陽子,丘上出版社,870,トーハン,委託,13,539,2026-05-29,2026-09-13
'9780853512141,小さな旅の使者,山本由美,朝霧出版社,630,トーハン,買切,18,381,2026-07-12,
'9786357489262,針と糸の魔女 第6巻,高橋蒼太,蒼穹書房,590,地方・小出版流通センター,買切,14,411,2026-07-14,
'9781357274672,静かな窓辺の迷宮,藤井湊,丘上館,760,地方・小出版流通センター,委託,11,512,2026-07-12,2026-09-20
'9789470320122,宇宙の謎,中村一郎,白鷺出版,920,大阪屋栗田,委託,15,568,2026-06-10,2026-10-14
'9788684340544,ペンギンと魔法のスープの冒険,斎藤浩二,翠嵐館,1070,地方・小出版流通センター,買切,10,768,2026-04-20,
'9787540239084,影絵の国のアリス 第15巻,福田凛,丘上館,620,大阪屋栗田,買切,6,459,2026-05-21,
'9783122593964,パン作りのコツ,月城 蒼,朝霧出版社,1400,日販,買切,16,1008,2026-05-10,
'9783743819214,2026年度版 簿記3級 完全対策,林杏,蒼穹堂,1610,日販,委託,6,1203,2026-04-24,2026-10-12
'9789091539446,富士五湖紀行 写真集,近藤陽子,翠嵐堂,3840,地方・小出版流通センター,委託,7,2447,2026-05-13,2026-05-22
'9785043689153,見えない旅の約束事,斎藤由美,白鷺出版,640,トーハン,委託,15,465,2026-06-26,2026-09-04
'9789706338105,はじめてのパン作り,中村楓,白鷺文庫,1450,日販,買切,9,880,2026-06-14,
'9785346705369,2026年度版 統計検定2級 完全対策,藤田翔太,翠嵐出版社,2350,日販,買切,7,1447,2026-07-07,
'9783535735616,今日からできるパン作り,井上隆,清流出版社,1220,日販,買切,10,745,2026-04-29,
'9786569833693,ひつじとふしぎな時計のたび,中村誠,白鷺出版,1410,大阪屋栗田,買切,9,919,2026-07-03,
'9780291097033,ねこと雲のパン屋のたび,三浦葵,丘上出版社,1440,トーハン,委託,17,1066,2026-05-12,2026-09-25
'9786919200137,古びた駅の続き,山本涼,青葉館,860,日販,買切,7,622,2026-06-14,
'9788674749685,はるかな橋の始まり,森結衣,丘上出版社,650,大阪屋栗田,委託,9,406,2026-07-05,2026-11-02
'9785028490927,竜と鍛冶屋 第12巻,石川凛,清流出版社,550,トーハン,買切,8,376,2026-07-09,
'9788412228625,たぬきと空とぶ本のものがたり,冬野 楓,蒼穹堂,1500,トーハン,委託,2,917,2026-05-13,2026-07-31
'9783005496962,2026年度版 宅建士試験 完全対策,岩崎隆,翠嵐出版社,1970,大阪屋栗田,委託,13,1286,2026-06-23,2026-11-23
'9783204697696,戦国時代の謎,田中大輔,朝霧出版社,1150,地方・小出版流通センター,買切,20,732,2026-05-17,
'9785366585668,宅建士試験 完全対策,岩崎悠真,青葉館,1790,トーハン,委託,10,1251,2026-05-31,2026-11-20
'9784241281121,深夜の傘の使者,霧島 蒼,若草出版社,790,日販,委託,16,492,2026-04-30,2026-06-08
'9787354271300,人的資本経営の教科書,鈴木美咲,白鷺出版,1410,トーハン,買切,4,998,2026-05-06,
'9780747519799,最後の旅の秘密,長谷川楓,青葉館,640,トーハン,委託,5,447,2026-04-21,2026-08-04
'9784423262573,はじめての収納術,遠藤太郎,満月舎,1350,日販,委託,3,850,2026-05-12,2026-08-18
'9786616554465,毎日のガーデニングレシピ,清水太郎,清流出版,1430,日販,委託,5,989,2026-06-03,2026-08-29
'9784669384800,ITパスポート試験 完全対策,長谷川栞,清流出版,2030,大阪屋栗田,買切,10,1433,2026-07-10,
'9784167739416,2027年度版 FP技能検定2級 完全対策,岩崎葵,白鷺出版,2330,日販,買切,17,1449,2026-06-02,
'9788447589050,一気にわかる世界経済,福田楓,青葉館,1020,大阪屋栗田,買切,3,668,2026-06-10,
'9784990053840,日本の祭りの謎,星野 紬,満月舎,1160,日販,買切,13,714,2026-04-21,
'9789823740737,深海探偵局 第6巻,霧島 朔,白鷺出版,530,日販,買切,16,340,2026-06-02,
'9782846264860,影絵の国のアリス 第12巻,鈴木花子,翠嵐舎,470,大阪屋栗田,買切,14,351,2026-05-26,
'9784587716158,毎日の一人暮らしレシピ,近藤一郎,翠嵐堂,1200,トーハン,買切,1,745,2026-06-20,
'9789696628149,ぞうと秘密の地図のプレゼント,佐藤栞,翠嵐堂,1360,大阪屋栗田,買切,19,919,2026-07-09,
'9784692247165,天球儀の街 第3巻,夜守 律,若草出版社,540,日販,買切,1,400,2026-05-27,
'9789370819580,はじめての家計管理,高橋凛,銀河出版社,1460,トーハン,買切,14,889,2026-06-14,
'9781304575395,百鬼夜行堂 第16巻,加藤詩織,銀河舎,580,大阪屋栗田,買切,2,386,2026-07-07,
'9785379842413,一気にわかる民俗学,佐藤楓,銀河出版社,960,トーハン,買切,8,681,2026-06-02,
'9780795735202,遠い庭の行方,日向 碧,白鷺文庫,610,大阪屋栗田,委託,1,414,2026-06-26,2026-10-08
'9782656684919,スパイスカレーの基本,林隆,若草出版社,1440,大阪屋栗田,買切,14,974,2026-06-14,
'9789718586662,哲学全史,柴田真央,翠嵐舎,860,トーハン,買切,1,626,2026-06-13,
'9783079498800,2026年度版 英検準2級 完全対策,小林涼,満月舎,2380,地方・小出版流通センター,買切,6,1649,2026-05-12,
'9785144042420,毎日の発酵食レシピ,林詩織,若草出版社,1450,大阪屋栗田,買切,8,891,2026-06-29,
'9781621733072,百鬼夜行堂 第17巻,遠藤さくら,若草出版社,590,地方・小出版流通センター,委託,2,355,2026-07-06,2026-10-28
'9784865616729,古びた庭の行方,松本杏,若草出版社,670,地方・小出版流通センター,買切,19,472,2026-05-24,
'9788757973860,常備菜のコツ,雨宮 碧,青葉出版社,1620,大阪屋栗田,委託,8,1037,2026-04-22,2026-06-08
'9786801706921,図解でわかる民俗学,松本凛,茜色出版社,1160,トーハン,買切,12,722,2026-06-30,
'9786023005666,気候変動全史,山田花子,翠嵐館,860,大阪屋栗田,委託,12,637,2026-05-24,2026-05-21
'9782723051156,たぬきと秘密の地図のものがたり,長谷川詩織,満月舎,1020,地方・小出版流通センター,委託,16,741,2026-04-30,2026-06-12
'9782537412167,おつまみのコツ,雨宮 紬,朝霧出版,1570,大阪屋栗田,買切,8,1078,2026-05-23,
'9788754642417,今日からできるおつまみ,雨宮 湊,蒼穹書房,1340,トーハン,委託,19,878,2026-05-05,2026-08-04
'9786011997898,哲学の謎,坂本蒼太,翠嵐出版社,990,トーハン,委託,20,651,2026-05-20,2026-09-27
'9785551993636,古びた庭の迷宮,福田由美,銀河出版社,850,日販,委託,10,617,2026-07-08,2026-10-26
'9782874443787,基本情報技術者試験 完全対策,木村誠,清流出版社,2260,地方・小出版流通センター,買切,16,1564,2026-05-16,
'9782854238433,FP技能検定2級 完全対策,坂本詩織,陽光舎,2230,地方・小出版流通センター,買切,5,1498,2026-06-02,
'9784361971445,鉄輪のワルツ 第5巻,雨宮 楓,銀河舎,670,地方・小出版流通センター,買切,4,482,2026-07-08,
'9789626593554,ペンギンと不思議な森のものがたり,松本凛,蒼穹書房,1480,トーハン,買切,14,963,2026-05-20,
'9787851742792,見えない傘の秘密,前田栞,陽光舎,740,トーハン,委託,9,475,2026-06-28,2026-10-04
'9789858776886,毎日のおつまみレシピ,菅原茜,満月舎,1200,地方・小出版流通センター,買切,7,839,2026-05-09,
'9782823951011,今日からできるスパイスカレー,柴田隆,清流出版,1490,トーハン,買切,5,895,2026-05-24,
'9784880594644,令和幽霊譚 第12巻,遠藤翔太,茜色出版社,580,大阪屋栗田,委託,1,372,2026-05-27,2026-10-31
'9788656783676,小さな鍵の秘密,月城 綴,青葉館,690,大阪屋栗田,委託,13,422,2026-04-20,2026-06-30
'9787162211260,宇宙全史,鈴木悠真,銀河舎,1020,大阪屋栗田,買切,7,668,2026-05-28,
'9789816437361,小笠原諸島紀行 写真集,前田結衣,陽光舎,3250,トーハン,委託,15,2347,2026-04-20,2026-09-15
'9789928955593,雨音レコード 第1巻,藤田誠,青葉出版社,590,大阪屋栗田,買切,9,387,2026-05-25,
'9780900024542,銀色のカルテ 第15巻,加藤大輔,青葉出版社,630,大阪屋栗田,買切,4,398,2026-05-13,
'9780014946594,発酵食のコツ,藤井太郎,白鷺文庫,1500,地方・小出版流通センター,買切,12,901,2026-07-10,
'9783296089089,ITパスポート試験 完全対策,三浦陸,翠嵐舎,1960,トーハン,委託,4,1258,2026-04-22,2026-09-05
'9787355209708,会計思考,岩崎大輔,白鷺文庫,1870,日販,委託,6,1281,2026-05-24,2026-08-13
'9787737747378,基本情報技術者試験 完全対策,木村太郎,翠嵐出版社,2110,日販,買切,6,1408,2026-07-02,
'9780687359042,宇宙の謎,柴田茜,満月舎,1170,日販,委託,3,769,2026-05-27,2026-10-27
'9780776245768,最後の手紙の始まり,村上一郎,青葉館,730,大阪屋栗田,委託,6,501,2026-06-18,2026-09-03
'9781718510647,今日からできるヨガ,田中誠,翠嵐館,1440,大阪屋栗田,買切,11,1006,2026-05-31,
'9783210217666,毎日の常備菜レシピ,松本一郎,青葉出版社,1360,大阪屋栗田,買切,19,953,2026-06-18,
'9788709682543,民俗学の謎,水無月 朔,茜色出版社,1070,トーハン,買切,2,774,2026-06-12,
'9785622932311,漢字検定2級 完全対策,藤田由美,白鷺文庫,1680,トーハン,買切,9,1160,2026-05-18,
'9781595714657,雨上がりの写真の地図,小林浩二,銀河出版,770,地方・小出版流通センター,買切,15,481,2026-04-26,
'9781261870830,きつねと小さな灯りのひみつ,斎藤湊,銀河出版,1010,地方・小出版流通センター,委託,16,632,2026-06-28,2026-08-30
'9789934946219,図解 統計学入門,小林陸,満月舎,1730,日販,委託,14,1264,2026-06-09,2026-10-26
'9784147627351,毎日のパン作りレシピ,西村陽子,朝霧出版社,1590,大阪屋栗田,買切,9,1036,2026-04-30,
'9783777121864,図解でわかる進化論,霧島 楓,丘上出版社,1010,トーハン,委託,6,685,2026-06-06,2026-11-29
'9787862034183,見えない灯台の続き,山田誠,満月舎,610,トーハン,買切,8,380,2026-05-24,
'9787855532351,リーダーシップ大全,月城 燈,緑陰出版,1880,日販,買切,18,1291,2026-06-11,
'9788008755658,最後の港のノート,朝比奈 湊,銀河舎,630,トーハン,買切,14,459,2026-04-21,
'9785000115657,忘れられた鍵の結末,伊藤悠真,清流出版社,720,大阪屋栗田,買切,1,494,2026-06-05,
'9785686846326,一気にわかる哲学,清水隆,陽光舎,900,大阪屋栗田,買切,20,654,2026-05-19,
'9783352348006,はじめての水彩画,遠藤由美,若草出版社,1270,日販,買切,17,772,2026-05-01,
'9787339735360,図解でわかる進化論,水無月 朔,緑陰出版,850,トーハン,委託,8,579,2026-05-13,2026-08-26
'9780111474778,生成AI活用思考,西村結衣,銀河出版社,1840,地方・小出版流通センター,委託,11,1321,2026-05-29,2026-05-31
'9783321579097,五島列島紀行 写真集,遠藤大輔,蒼穹書房,3070,地方・小出版流通センター,委託,6,2116,2026-07-07,2026-11-11
'9783278709417,もぐらと虹色の傘のひみつ,藤田陸,蒼穹書房,1020,トーハン,買切,10,629,2026-06-01,
'9785545021321,遠い灯台の使者,藤田太郎,銀河舎,840,大阪屋栗田,委託,7,513,2026-07-02,2026-08-08
'9785951391490,影絵の国のアリス 第5巻,山本栞,青葉出版社,640,日販,委託,6,477,2026-06-23,2026-10-06
'9782218826634,きつねと星空のひみつ,夜守 碧,白鷺出版,1060,地方・小出版流通センター,買切,15,734,2026-05-19,
'9783885687597,鉄輪のワルツ 第3巻,堀内健,蒼穹書房,520,地方・小出版流通センター,委託,10,333,2026-07-10,2026-07-17
'9789253717224,ねこと願いの種のものがたり,高橋涼,蒼穹堂,1010,トーハン,買切,17,616,2026-07-13,
'9789880940354,図解 統計学入門,藤田葵,翠嵐堂,1420,大阪屋栗田,買切,1,934,2026-06-25,
'9781038537355,うさぎと虹色の傘のたび,伊藤花子,蒼穹書房,1410,日販,買切,13,852,2026-07-14,
'9785145290448,深夜の喫茶店の迷宮,夜守 湊,朝霧出版社,640,トーハン,買切,18,396,2026-05-14,
'9784984207860,一気にわかる日本史,柴田葵,翠嵐出版社,1190,日販,委託,8,805,2026-05-13,2026-07-07
'9786375635337,たぬきと星空の冒険,中村湊,若草出版社,1240,日販,委託,19,763,2026-05-05,2026-09-24
'9781132477144,交渉術の教科書,山田一郎,白鷺出版,1900,日販,買切,19,1326,2026-05-17,
'9785045516747,毎日の掃除レシピ,木村健,清流出版社,1350,地方・小出版流通センター,買切,15,879,2026-05-11,
'9787453777857,阿蘇、季節の情景,加藤陽子,青葉館,3030,地方・小出版流通センター,買切,15,2086,2026-05-10,
'9782141199867,古びた港の使者,柴田由美,満月舎,900,トーハン,買切,14,625,2026-06-09,
'9784498410800,できる人のチーム運営,井上美咲,白鷺文庫,1760,大阪屋栗田,買切,3,1219,2026-07-10,
'9781480006171,水彩画の基本,高橋太郎,翠嵐出版社,1310,大阪屋栗田,買切,10,834,2026-05-31,
'9783870662226,古代文明の謎,菅原真央,清流出版社,910,トーハン,委託,7,636,2026-04-23,2026-06-15
'9787790401033,名もなき港の記録,藤井楓,蒼穹堂,880,地方・小出版流通センター,買切,20,580,2026-04-24,
'9783727797118,記憶の中の灯台のうた,吉田陽子,朝霧出版社,920,大阪屋栗田,買切,7,570,2026-04-25,
'9783481319472,英検3級 完全対策,水無月 碧,白鷺出版,2750,日販,買切,10,1831,2026-06-27,
'9780033674737,深夜の旅の記録,渡辺凛,丘上館,750,日販,委託,9,555,2026-06-15,2026-09-18
'9787229799380,図解でわかるAIの未来,霧島 朔,翠嵐舎,1170,トーハン,買切,12,863,2026-06-12,
'9781613181775,図解 営業力入門,太田茜,翠嵐館,1440,大阪屋栗田,買切,7,980,2026-05-13,
'9785825126029,ブランディングの教科書,橋本大輔,清流出版,1510,地方・小出版流通センター,買切,2,948,2026-06-16,
'9782395265158,ペンギンと秘密の地図のひみつ,渡辺蒼太,青葉館,1420,トーハン,買切,9,859,2026-06-19,
'9789281537290,はじめての常備菜,太田蒼,朝霧出版,1640,トーハン,買切,7,1027,2026-05-02,
'9785200864966,深夜の坂道の続き,長谷川翔太,丘上館,640,日販,買切,19,418,2026-05-20,
'9789550928033,刺繍の基本,冬野 蒼,翠嵐出版社,1430,大阪屋栗田,買切,15,897,2026-06-29,
'9786041319899,たぬきと不思議な森のプレゼント,藤井由美,蒼穹書房,1130,日販,委託,17,800,2026-07-01,2026-12-17
'9785662175990,今日からできる観葉植物,近藤湊,青葉出版社,1250,地方・小出版流通センター,委託,10,793,2026-06-09,2026-09-10
'9785078109435,脳科学全史,森楓,蒼穹書房,1060,大阪屋栗田,買切,17,785,2026-04-17,
'9787350381560,2027年度版 簿記1級 完全対策,朝比奈 紬,銀河出版社,2120,トーハン,買切,10,1452,2026-06-17,
'9782606747879,影絵の国のアリス 第7巻,木村太郎,丘上出版社,500,日販,買切,10,373,2026-05-03,
'9780756499648,統計検定3級 完全対策,冬野 律,緑陰出版,2150,日販,買切,7,1453,2026-05-17,
'9789325872219,副業戦略思考,山口陸,朝霧出版社,1840,日販,買切,20,1339,2026-07-09,
'9782030594346,眩しい灯台の始まり,山本陽子,丘上出版社,890,日販,買切,18,551,2026-06-27,
'9788281300903,マーケティング思考,霧島 蒼,丘上出版社,1410,トーハン,買切,15,920,2026-06-21,
'9782215049180,リーダーシップの教科書,柴田茜,翠嵐出版社,1490,地方・小出版流通センター,委託,1,994,2026-04-24,2026-06-17
'9787477940350,見えない坂道の約束事,林さくら,清流出版社,740,地方・小出版流通センター,買切,14,446,2026-07-12,
'9783065340199,令和幽霊譚 第1巻,井上美咲,銀河出版社,660,日販,買切,18,443,2026-06-13,
'9781540988157,雨音レコード 第12巻,森健,銀河舎,650,トーハン,委託,9,478,2026-05-01,2026-10-25
'9781335518835,10分でわかる資産形成,藤井涼,白鷺出版,1710,地方・小出版流通センター,買切,20,1166,2026-06-29,
'9785776121432,きつねと願いの種のものがたり,岡田悠真,朝霧出版社,1120,大阪屋栗田,買切,17,744,2026-05-21,
'9781241657178,富士五湖紀行 写真集,太田誠,青葉出版社,2550,地方・小出版流通センター,委託,1,1639,2026-04-22,2026-09-22
'9787695604676,見えない坂道の記録,夜守 湊,清流出版,800,地方・小出版流通センター,委託,6,540,2026-05-31,2026-07-31
'9782473026145,2027年度版 登録販売者試験 完全対策,森翔太,翠嵐堂,1950,大阪屋栗田,買切,19,1229,2026-04-25,
'9787597741066,たぬきと雲のパン屋のひみつ,藤井茜,満月舎,1310,日販,委託,12,872,2026-05-25,2026-10-29
'9785573742854,TOEIC 950点突破 完全対策,霧島 湊,朝霧出版社,2350,日販,委託,3,1642,2026-04-15,2026-07-23
'9783715618531,記憶の中の喫茶店の秘密,菅原さくら,銀河出版社,740,大阪屋栗田,買切,4,495,2026-05-05,
'9787309503166,リーダーシップの教科書,渡辺太郎,白鷺文庫,1820,トーハン,委託,3,1155,2026-04-19,2026-07-30
'9789646051379,名もなき窓辺の結末,水無月 燈,清流出版,730,地方・小出版流通センター,買切,3,460,2026-06-26,
'9780424990811,できる人のプレゼン術,堀内さくら,満月舎,1900,大阪屋栗田,買切,20,1141,2026-07-01,
'9787824698859,銀色のカルテ 第1巻,橋本茜,白鷺文庫,520,大阪屋栗田,買切,13,359,2026-04-21,
'9780593271421,針と糸の魔女 第14巻,菅原一郎,青葉出版社,680,大阪屋栗田,買切,14,459,2026-06-22,
'9780286176071,図解 生成AI活用入門,井上湊,満月舎,1890,地方・小出版流通センター,委託,9,1176,2026-06-01,2026-11-24
'9785141197819,銀色のカルテ 第7巻,清水大輔,蒼穹書房,610,大阪屋栗田,買切,4,377,2026-06-04,
'9781163271377,五島列島、季節の情景,森葵,緑陰出版,2530,大阪屋栗田,委託,20,1767,2026-04-27,2026-05-01
'9785168011365,誰も知らない写真のうた,中村涼,青葉出版社,720,地方・小出版流通センター,買切,7,454,2026-05-19,
'9781508958307,2027年度版 基本情報技術者試験 完全対策,菅原大輔,白鷺文庫,1690,トーハン,買切,15,1127,2026-04-30,
'9789403503981,静かな窓辺の贈り物,岩崎翔太,蒼穹堂,620,トーハン,買切,5,404,2026-04-25,
'9780409344745,プレゼン術思考,中村真央,蒼穹書房,1530,大阪屋栗田,買切,16,1005,2026-06-08,
'9785814990419,ねこと願いの種のたび,村上陸,翠嵐堂,1190,トーハン,委託,20,766,2026-04-18,2026-06-21
'9784471260668,チーム運営大全,吉田詩織,蒼穹書房,1810,トーハン,買切,14,1264,2026-04-18,
'9789910178566,図解でわかる民俗学,伊藤楓,陽光舎,1050,地方・小出版流通センター,買切,17,673,2026-05-01,
'9781024300291,最後の駅の物語,柴田浩二,緑陰出版,940,トーハン,買切,20,655,2026-05-17,
'9780517089774,生成AI活用の教科書,星野 帳,銀河出版社,1690,トーハン,買切,20,1086,2026-04-26,
'9783122043711,冬の日の庭の肖像,小林茜,若草出版社,780,大阪屋栗田,委託,7,509,2026-05-18,2026-08-03
'9781169951013,TOEIC 900点突破 完全対策,青木由美,銀河出版,2270,地方・小出版流通センター,買切,14,1386,2026-05-07,
'9782873064518,儚い電話の記録,井上さくら,朝霧出版社,890,日販,委託,2,615,2026-06-05,2026-10-14
'9783812951241,英検1級 完全対策,太田涼,満月舎,1940,日販,買切,14,1178,2026-05-01,
'9785796203378,放課後のミステリー 第14巻,高橋蒼,緑陰出版,560,日販,買切,16,394,2026-05-30,
'9780310756132,十六夜のバトン 第18巻,福田杏,青葉出版社,530,地方・小出版流通センター,買切,1,367,2026-06-29,
'9780637999069,青の音符 第18巻,三浦花子,蒼穹書房,580,日販,買切,14,353,2026-04-15,
'9780546664683,刺繍のコツ,柴田由美,銀河舎,1270,トーハン,買切,16,934,2026-07-09,
'9789071585227,図解でわかる日本の祭り,朝比奈 綴,朝霧出版,1180,大阪屋栗田,買切,4,808,2026-07-03,
'9787851419069,見えない橋のうた,加藤茜,翠嵐出版社,800,大阪屋栗田,買切,17,555,2026-05-01,
'9782292870806,静かな灯台の始まり,藤田太郎,銀河出版,680,日販,買切,13,415,2026-06-28,
'9785607651244,青の音符 第8巻,三浦湊,満月舎,620,地方・小出版流通センター,買切,8,384,2026-06-19,
'9780762972678,きつねと雲のパン屋のたび,坂本さくら,蒼穹堂,1050,日販,委託,17,754,2026-06-02,2026-11-06
